,answer1,answer2,label,sas,bert_score
202,Die beiden Staaten pflegen deshalb auch derzeit keine diplomatischen Beziehungen und befinden sich heute noch im Kriegszustand.,belastet,1.0,0.0884072557091713,0.27671748399734497
166,Adoleszenz,Pubertät,1.0,0.6723754405975342,0.3112901747226715
57,Erich Wolfgang Skwara,Raoul Schrott,0.0,0.13871143758296967,0.3325916826725006
50,Nintendo Advanced Video System,Famicom,0.0,0.17123231291770935,0.3347146809101105
152,antike Kultur,Cicero sowie Quintilian,0.0,0.16581158339977264,0.33554667234420776
101,Point after Touchdown,Field Goal,1.0,0.4012407660484314,0.33899909257888794
7,bis etwa 1 MHz,niedriger,0.0,0.21865686774253845,0.34571096301078796
2,'Anorthotiko Komma Ergazomenou Laou'',Fortschrittspartei des werktätigen Volkes,2.0,0.04175456985831261,0.3491891324520111
11,das lateinische Alphabet in Groß- und Kleinschreibung,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,0.054967910051345825,0.34941697120666504
158,Judengemeinden,Aschkenasim,1.0,0.26556581258773804,0.3499373197555542
118,Hayek erweiterte seine Sozialismuskritik um eine Theorie der „kulturellen Evolution“ und des menschlichen Zusammenlebens in arbeitsteiligen Gesellschaften,wesentlich beeinflusst,,0.09484737366437912,0.35087770223617554
168,Khoren Gevor,Europameister,0.0,0.04447286203503609,0.35315436124801636
102,ASPTT Strasbourg,Racing Straßburg,0.0,0.3981735110282898,0.353869765996933
220,Guinea,bei Bafoulabé,0.0,0.2086576372385025,0.35465699434280396
39,Thayendanegea,Joseph Brant,2.0,0.027941860258579254,0.3610248267650604
167,Tigran Petrosjan,Armenier,1.0,0.15048694610595703,0.3657654821872711
109,Ramon Llull,Grafen von Barcelona und des nachfolgenden katalanisch-aragonesischen Staatenbunds,0.0,0.18422120809555054,0.3712904751300812
179,ab 1966 sowjetische Truppenstationierungen,Beobachterstatus,0.0,0.14128153026103973,0.3726685643196106
43,Die Partei der Demokratischen Revolution,Movimiento Progresista,1.0,0.24295726418495178,0.374481737613678
200,Aschraf Marwan,Der Ehemann von Nassers Tochter Mona,2.0,0.17170779407024384,0.3753633499145508
8,Nährgebiet,Akkumulationsgebiet,2.0,0.265578955411911,0.3791106939315796
36,vis viva,lebendigen Kräfte,2.0,0.23740699887275696,0.3818831443786621
10,Funktion eines Prädikativums,fast nur im gehobenen Stil verwendet,0.0,0.09990379959344864,0.38327664136886597
0,rotiert,"schwingt bei vertikaler Polarisation der elektrische Feldvektor zwischen oben und unten, bei horizontaler Polarisation zwischen links und rechts",0.0,0.22324325144290924,0.38409262895584106
131,Ordre de la Libération,"„Fluctuat nec mergitur“ (etwa: „Sie verändert sich, geht aber nicht unter“ oder „Sie schwankt, aber sie geht nicht unter“)",0.0,0.06358230859041214,0.38799890875816345
16,Sheffield United,Brian Deane,0.0,0.07087356597185135,0.39010849595069885
51,"Bei Allergien, auch als Überempfindlichkeitsreaktion bezeichnet",so genannten Autoimmunerkrankungen,1.0,0.323746919631958,0.39038440585136414
96,Hiragana,onna-de,0.0,0.12398548424243927,0.3929043710231781
34,für höhere Organismen nur relativ schwach giftig,"So kann ein Mensch täglich 0,04 Gramm Kupfer zu sich nehmen, ohne Schaden an seiner Gesundheit zu erleiden",1.0,0.18026375770568848,0.39291658997535706
193,problemlos,"Es existiert keine gesetzliche Bestimmung, die das einschränkt",1.0,0.16588473320007324,0.3930407166481018
29,"Indianerstämmen der Muskogee, der Seminolen, der Cherokee, der Choctaw und der Chickasaw zu (den „Fünf zivilisierten Nationen“), die aus den östlichen Staaten vertrieben wurden. Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen.",Umsiedlung,1.0,0.31895843148231506,0.3931271731853485
137,"Zusammenschluss des City and Guilds College, der Royal School of Mines sowie des Royal College of Science.",1907,0.0,0.1530774086713791,0.39464300870895386
199,Abschiebungsverbot,"Das Gesetz erlaubt die automatische Ausweisung ausländischer Staatsangehöriger, die als Sicherheitsbedrohung gelten, ohne dass die Betroffenen Rechtsmittel einlegen können",0.0,0.4522911608219147,0.3972553014755249
89,besonders flüchtig,Medium in der Zeit,0.0,0.21825867891311646,0.39939671754837036
106,Graphitrohr-AAS,Polarographie,0.0,0.1431821584701538,0.40023374557495117
55,derjenigen anderer früher indogermanischer Völker ähnlich,"In den Naturerscheinungen, besonders den Phänomenen des Himmels, sahen die Slawen wirkliche Wesen, die sie sich mit Denken und Empfinden ausgestattet vorstellten, einige wohltätig, andere zerstörend wirkend",0.0,0.20427964627742767,0.4011175334453583
165,entsprechende Vereinbarung zwischen Ausbildungsbetrieb und Auszubildendem sowie die Zustimmung der zuständigen Kammer,berechtigtem Interesse,0.0,0.13649824261665344,0.4024643898010254
60,"die Hauptgruppen sind: die Einsicht in die Lehre, ihre ethischen Grundlagen und die Schwerpunkte des geistigen Trainings (Meditation/Achtsamkeit)",dreigeteilt,1.0,0.09509734064340591,0.40460261702537537
208,Verständigung,eine in der Situation ausreichende Kompatibilität von Erfahrungen bezüglich eines Themas herzustellen,0.0,0.22539982199668884,0.4053894579410553
105,den Nobelpreis für Physiologie oder Medizin,die Gewinnung monoklonaler Antikörper,0.0,0.11385410279035568,0.40614035725593567
18,Baktrien,Afghanistan und Pakistan,0.0,0.10951995104551315,0.40697816014289856
116,im Landesinneren,Südosten,0.0,0.19403962790966034,0.4070603847503662
108,von Parlamentariern,Einflussreiche Bürger,1.0,0.25899478793144226,0.4070674777030945
172,Art Zeitungsverlag,in den Comics über die Marvel-Superhelden,0.0,0.06500601768493652,0.40821564197540283
77,durch Schlafmangel und Dehydrierung ausgelösten temporären Psychose,wegen eines Nervenzusammenbruchs,1.0,0.27504804730415344,0.4098696708679199
144,eher seltenes,"In der Periode von 1999 bis 2002 hagelte es im Emmental, im Laufental und im Toggenburg am im Jahresdurchschnitt bis zu 60 Minuten, in den anderen Regionen waren es unter 30 Minuten",0.0,0.1279200315475464,0.4101504981517792
23,-lijer,op,0.0,0.24593913555145264,0.4116208553314209
73,einer ca. 200.000 Jahre alten Fundstelle aus der Zeit des Neandertalers an einem ehemaligen Seeufer bei Frankleben in Sachsen-Anhalt,Hinweis auf das Gerben von Tierhäuten,0.0,0.06453830748796463,0.41389980912208557
47,weitergehende Regelungen,"z. B. Restriktionen zu den jagdbaren Wildarten, Jagd- und Schonzeiten für das jagdbare Wild, Verbote bestimmter Jagdwaffen und -methoden, Voraussetzungen für Ausstellung eines Jagdscheins, Meldepflichten für erlegtes Wild, Vorschriften zum Umgang mit Wildbret und zahlenmäßige oder qualitative Begrenzungen beim Erlegen von jagdbaren Wild",1.0,0.5016377568244934,0.414132297039032
169,Oranien-Nassau,Niederlande,0.0,0.5066079497337341,0.4162813127040863
41,der Verurteilte wird kurz nach dem Prozess bei einem Fluchtversuch erschossen,Am Ende des Romans begleitet Scout ihren Nachbarn Boo wieder zurück in sein Haus,0.0,0.028582675382494926,0.41705408692359924
33,Meyers Konversations-Lexikon,Brockhaus Enzyklopädie,0.0,0.5967026948928833,0.42008620500564575
115,durch wachsende Arbeitsmigration seit den 1950er-Jahren,Nicht alle Einwohner Deutschlands sind deutsche Staatsangehörige und nicht alle deutschen Staatsangehörigen sind ethnische Deutsche,0.0,0.21739254891872406,0.42085787653923035
194,des zweiten buddhistischen Konzils,auf die Mahasanghika („große Gemeinde“),0.0,0.14207294583320618,0.4224384129047394
139,"Während der heftigen Kämpfe, bei denen die Chinesen die weit aufgefächerte Front der Japaner am Fluss Xinqiang erfolgreich von Norden und Süden attackierten, setzten die Japaner auch Giftgas ein.",Schlacht um Changsha,0.0,0.35910966992378235,0.42249706387519836
204,24576 kB/s,drei Übertragungen je Micro-Frame (125 µs) mit bis zu 1024 Byte ausführen,2.0,0.2587570250034332,0.4236811697483063
183,elektrischen Stuhls,Erhängen,0.0,0.08838292956352234,0.42369747161865234
210,"die Spanier, Savoyer und Österreicher",Giuseppe Garibaldi,0.0,0.0794304758310318,0.42399466037750244
111,„Reflexionen“,Reflections on the Revolution in France,1.0,0.34913337230682373,0.4240822196006775
207,Problemstellung und Problemlösung,Kommunikationsziel und Kommunikationszweck,0.0,0.2612755298614502,0.42508238554000854
104,Der kanadische Premierminister,Brian Mulroney,1.0,0.12428151071071625,0.42646414041519165
129,neun Jahren,1986–1995,1.0,0.14310476183891296,0.42999231815338135
64,51. Bundesstaat,Democrats Abroad,0.0,0.10022647678852081,0.4309549331665039
83,muslimische Gemeinden,"Kimbanguisten, sowie neuapostolische Christen",0.0,0.1458771675825119,0.43119218945503235
70,Gewaltenteilung,die fehlende Trennung zwischen Exekutive (ausübende) und Legislative (gesetzgebende Gewalt),2.0,0.4971066415309906,0.4316609799861908
130,direkt an einem Verbrennungsmotor bei Temperaturen bis zu 600 °C,Hochtemperaturanwendungen,1.0,0.46855658292770386,0.433309942483902
46,Generell bilden Regelungen zum rechtlichen Status des Wildes und zum Inhaber des subjektiven Jagdrechts,Frankfurter Reichsverfassung vom 28. März 1849,0.0,0.06489165872335434,0.4360501170158386
182,weit überlegene Infanteriebewaffnung,"Die französischen Chassepotgewehre waren deutlich effizienter und sorgten mit ihrer großen Reichweite und der hohen Schussfrequenz dafür, dass Frontalangriffe der deutschen Truppen für diese meistens mit enormen Verlusten verbunden waren",1.0,0.4323122799396515,0.4361543655395508
22,durch die jahrelange öffentliche Abwesenheit,"Für viele Untertanen wurde die „Witwe von Windsor“ („Widow of Windsor“) zu einer etwas wunderlichen Einsiedlerin im Witwenkleid, einer entrückten Gestalt, ehrfurchtgebietend und über ein weltumspannendes Imperium herrschend",0.0,0.33101728558540344,0.43837833404541016
147,in vielen Bereichen des täglichen Lebens,"Bauindustrie, Ernährungs- und Getränkeindustrie, Kraftfahrzeugindustrie, Elektro(nik)industrie, Haushalt und Gastronomie, Medizin, Forschung und Wissenschaft, Chemie, Pharmazie, Kosmetik, Möbelindustrie und Innenausbau, Kunststoff- und Textilindustrie",1.0,0.19771532714366913,0.43952539563179016
218,die Wahl des konservativen Mahmud Ahmadineschād zum Präsidenten,"Insbesondere seine Wiederwahl im Jahr 2009, die von zahlreichen Manipulationsvorwürfen begleitet wurde",1.0,0.2049897313117981,0.44034406542778015
53,das Fehlen des vokalisierten «L»,die Übernahme einiger Wörter aus dem früheren Unterschichtsquartier Matte,0.0,0.14214427769184113,0.4408275783061981
174,Seestreitmacht der Vereinigten Staaten,Prieble begann eine Blockade der Häfen der Babareskenstaaten. Am 14. Juli 1804 griff er Tripolis direkt an.,0.0,0.15630993247032166,0.4415508508682251
90,Goring House,Buckinghams Haus,2.0,0.2916310429573059,0.44288209080696106
178,Den ersten dieser Freundschaftsverträge,"die Verpflichtung zur gegenseitigen Hilfeleistung unterzeichnet, um alle gewaltsamen militärischen Handlungen, die sich gegen die territoriale Integrität und Souveränität einer Vertragspartei richteten, zu verhindern.",0.0,0.28011104464530945,0.4446257948875427
141,am Markt und der Angemessenheit,üblicherweise nach der angemessenen Lizenzvergütung,0.0,0.4023838937282562,0.4446456730365753
86,da diese immer nur einen Einzelfall repräsentierten,"Klassischerweise schränken viele Empiristen die intuitiv-deduktive Form des Wissens auf die Verhältnisse zwischen den Begriffen ein, die bestenfalls die Operationen des eigenen Verstandes repräsentieren",0.0,0.24536903202533722,0.44505852460861206
196,sowjetischen Generalstabes,fast vollständig dem Vereinten Oberkommando,0.0,0.2618523836135864,0.4499673843383789
123,"An einem praktischen Beispiel erklärt bedeutet dies, dass ein Geheimdienst nicht erst mit einem Kommando Kontakt aufnehmen muss, welches dann über mehrere Soldaten in der Hierarchie eine Ausschaltung eines Ziels anordnet, sondern dass alle Aufklärungseinheiten alle verfügbaren Informationen in eine von mehreren Stellen abrufbare Datenbank eingeben, worauf Einheiten eigenständig reagieren können. Faktisch bedeutet dies eine Annäherung an die Auftragstaktik",die totale Vernetzung aller am Kampf beteiligten Elemente,0.0,0.35016998648643494,0.4531235694885254
87,durch das Metrum,die Schwingung selbst und jede denkbare praktische Involvierung,0.0,0.19314880669116974,0.4550250470638275
12,"An der Gletschersohle sowie den Flanken eines Gletschers kann das Eis oft am anstehenden Gestein festfrieren, wodurch hier keine Bewegung möglich ist.",Auf molekularer Ebene besteht Eis aus übereinanderliegenden Molekülschichten mit relativ schwachen Bindungskräften zwischen den einzelnen Schichten,0.0,0.3708415627479553,0.4565753936767578
3,aus dem englischen,"von  ‚Geißel‘, ‚Seuche‘ und lat.  ‚töten‘",0.0,0.1279093623161316,0.4565880000591278
103,"Jung-, Spät- und Endneolithikum",Beginn der Metallverarbeitung im Schmelzverfahren,0.0,0.11367396265268326,0.4584195017814636
127,"Unter ''Kommunikation'' wird dann ein soziales Handeln verstanden, das durch ''Kommunikationsziele'' und ''Kommunikationszwecke'' bestimmt ist.","nicht nur etwas zu zeigen, sondern auch zu zeigen, dass man etwas zeigt",0.0,0.2649572193622589,0.4586472809314728
153,"USA weitere in Japan, Korea, Europa sowie auf Guam und Samoa",weltweit,1.0,0.17545585334300995,0.4591720402240753
37,Behandlung der elastischen Deformation,Lösung der Bewegungsgleichungen vor allem in der Himmelsmechanik,0.0,0.1003224328160286,0.4596480131149292
151,als finster und barbarisch wahrgenommenen,"Wortführer der humanistischen Bewegung grenzten sich von der Vergangenheit der vorhergehenden Jahrhunderte, die man „Mittelalter“ (mittleres Zeitalter) zu nennen begann, scharf und verächtlich ab",0.0,0.21298937499523163,0.46044331789016724
125,Die aktuelle tatsächliche Netzfrequenz ist unter anderem von der aktuellen Nachfrage und dem aktuellen Angebot an elektrischer Energie abhängig und daher schwankend.,"99,5 % eines Jahres und 15,67 Hertz bis 17,33 Hertz während der restlichen 0,5 % eines Jahres",0.0,0.19417056441307068,0.46077245473861694
126,dass Gott die Welt mit allen Naturgesetzen geschaffen habe und nun ihrer gesetzlichen Bewegung überlasse,Schöpfer,1.0,0.44233933091163635,0.4622690975666046
4,Ramadan-Monat,sind üblicherweise an den Rändern der Koranexemplare markiert,0.0,0.12379718571901321,0.46260640025138855
31,Nationalstaatsidee,einem vereinten deutschen Staat,1.0,0.3523668646812439,0.4628446698188782
195,eine Vielzahl von Mechanismen,"Ein Weg ist die Steuerung über die Rate ihrer Transkription in hnRNA. Ein anderer Weg ist der Abbau der mRNA, bevor sie beispielsweise über siRNA translatiert wird. Kurzfristig erfolgt die Genregulation durch Bindung und Ablösung von Proteinen, sogenannten Transkriptionsfaktoren, an spezifische Bereiche der DNA, die sogenannten „regulatorischen Elemente“. Langfristig wird dies über Methylierung oder das „Verpacken“ von DNA-Abschnitten in Histon­komplexe erreicht",1.0,0.3478465676307678,0.4657531976699829
164,die drei Diaspora-Gruppen,"viele Gene von einer ursprünglichen jüdischen Bevölkerungsgruppe geerbt haben, die vor rund 3000 Jahren in dem als Levante bezeichneten östlichen Mittelmeerraum lebte",0.0,0.21265466511249542,0.466217964887619
181,Offensive,Die Dislozierung der aufmarschierenden französischen Truppen war jedoch ganz auf diese Offensivbewegung ausgerichtet,1.0,0.43002793192863464,0.4676533341407776
56,bog,"Svarog (der ''Schöpfer''), als Urheber des Donners heißt er Perun (balt. ''Perkunas'')",0.0,0.17100542783737183,0.46926477551460266
5,"denn es ist eine beliebte Praxis, verteilt auf die dreißig Ramadan-Nächte, eine Chatma, also eine Komplettlesung des Korans, vorzunehmen",Sie finden vor allem in der Liturgie Verwendung und dienen als Maßeinheiten zur Festlegung von Gebetspensen,0.0,0.04587511345744133,0.47107094526290894
30,Großer Schneesturm,wegen eines Unwetters,1.0,0.32703858613967896,0.47274842858314514
203,1023 kB/s,bis zu 1023 Byte je isochronem Endpunkt,1.0,0.7345653176307678,0.4781966209411621
62,vorzugsweise bei Sendern hoher Leistung,bei großen hochfrequenten Strömen und Spannungen im Kilovolt-Bereich,0.0,0.4057726562023163,0.4813556671142578
63,bei großen hochfrequenten Strömen und Spannungen im Kilovolt-Bereich,vorzugsweise bei Sendern hoher Leistung,0.0,0.3906343877315521,0.4813556671142578
110,"Weitere beliebte Insekten der Terrarianer sind Stabheuschrecken, Fangschrecken und verschiedene Käfer- und Schabenarten, außerdem werden Mehlkäferlarven (Mehlwürmer), Grillen und andere Insekten als Futtertiere für Reptilien und andere Heimtiere sowie als Angelköder gezüchtet. Eine Entwicklung der letzten Jahrzehnte ist die Haltung von Schmetterlingen in großen Gewächshäusern, die als Schmetterlingshäuser für Besucher geöffnet werden und an manchen Orten zu den Sehenswürdigkeiten der Region werden.","die Ameisen,",0.0,0.3337615430355072,0.4820556044578552
142,34 %,"9,2 Mtoe",0.0,0.10238229483366013,0.48406466841697693
148,"Allerdings befinden sich Schulen und besonders Hochschulen in außerordentlich schlechtem Zustand. Hinzu kommt, bedingt durch ausbleibende Gehaltszahlungen, die geringe Motivation der Lehrkräfte und die enorme Zahl an Streiks, weswegen der Unterricht zuweilen vollständig unterbleibt.","Betrug der Bildungsetat 1985 noch 12,2 Prozent des Bruttoinlandsprodukts, so sanken die Ausgaben 2003 auf 4,6 Prozent",0.0,0.2879171371459961,0.48479798436164856
74,Die Effektivität als Kleidung wurde durch die Erfindung des Nähens erheblich gesteigert,da Kleidung nun geschlossen und dem menschlichen Körperbau angepasst werden konnte,0.0,0.5047837495803833,0.4865071475505829
59,die zahlreichen Brunnen in der Stadt rund um den See,dieser künstliche See mit Namen Gadisar,0.0,0.28081825375556946,0.49635350704193115
42,"veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden, als es eine eigene Luxuspapierindustrie gab","Andachts- und Fleißbildchen, viele Ansichts- (Leporello), Gelegenheits- (Glückwunsch-, Weihnachts- und Neujahrskarten) und Bildpostkarten (Motivkarten), verzierte Briefbogen, Etiketten, allerlei Papierspielzeug (Papiertheater), Reklamemarken und Sammelbilder und vieles mehr",0.0,0.5294197201728821,0.49694809317588806
44,"Die Sprachwahl war, neben den stilisierbaren Protagonisten des „Wettrennens ins All“, den „Helden“, einer der Gründe für die Popularität der Raumfahrt in den 60ern. Durch diese Sprachwahl konnte ein breiteres Publikum angesprochen werden, ein hochpolitisches Thema wurde für breite Massen dadurch „lesbar“, beziehungsweise damit aufbereitet.",Politik und Medien glorifizierten in den 1960ern das Ringen um kosmische Überlegenheit und allgemeine Begeisterung für den Schauplatz und seine Akteure,2.0,0.6162370443344116,0.49785518646240234
187,niederländischen König,Wilhelm III.,1.0,0.3084327280521393,0.4982965886592865
27,„Last Order“,eine Glocke,0.0,0.06798303872346878,0.4986930787563324
6,an den Rändern der Koranexemplare markiert,Die Grenzen zwischen den einzelnen Dschuzʾ- und Hizb-Abschnitten befinden sich meistens mitten in einer Sure.,0.0,0.43677690625190735,0.500136137008667
49,die NATO,syrischen Geheimdienst,0.0,0.08953892439603806,0.5016201734542847
40,die junge weiße Frau Mayella vergewaltigt zu haben,Vergewaltigung,1.0,0.5312483906745911,0.5016919374465942
9,Zehrgebiet,Ablationsgebiet,2.0,0.24634890258312225,0.5017355680465698
15,die alten traditionellen Methoden des Regenwassersammelns zu dokumentieren und Pilotprojekte aufzubauen,Die Menschen werden jetzt wieder verstärkt in die Wasserversorgung einbezogen,0.0,0.3345751166343689,0.5022075176239014
176,Tributzahlungen,Tribut- und Lösegeldzahlungen,1.0,0.633692741394043,0.5046901106834412
161,Tantalglühfäden,Glühfäden aus Osmium,0.0,0.46838152408599854,0.5156015157699585
61,"da im Gegensatz zu anderen Materialien bei Blei keine Wirkschwelle benannt werden kann, unter der die Aufnahme von Blei gesundheitlich unbedenklich ist.",aus Gründen des Umweltschutzes (siehe Bleibelastung der Umwelt) und gesundheitlichen Gründen (siehe Bleivergiftung),1.0,0.5695198178291321,0.5158802270889282
98,durch ihre geschickte Heiratspolitik,der vier seiner Töchter an Kaiser verheiratete,1.0,0.40854257345199585,0.5161025524139404
114,Jonas Bronck,"Nachfolgende niederländische und englische Siedler bezeichneten den von ihm in der Gegend erworbenen Grund bald als „Bronck’s Land“ und um einen dortigen Besuch anzukündigen, sagte man damals: „We are going to ''the Bronck’s''“",0.0,0.43729645013809204,0.5168647766113281
146,Purismus,"Suprematismus, Konstruktivismus",0.0,0.14551851153373718,0.5174354910850525
120,"einen der Dialekte, die unter dem Oberbegriff Pahari zusammengefasst werden",Hindi,0.0,0.28010496497154236,0.5197427868843079
58,"Friedrich II. die österreichische Provinz Schlesien erobert und versuchte, sie mittels eines Bündnissystems gegen eine mögliche Rückeroberung zu behaupten.
* Österreich unter Mar",den preußischen König Friedrich II. (1712–1786) außenpolitisch zu isolieren,0.0,0.4140476882457733,0.5198708772659302
189,Während des Krieges flohen rund 850.000 Araber aus Palästina,"Zum Teil wurden diese Flüchtlinge durch israelische Streitkräfte vertrieben, zum Teil wurden sie von den arabischen Streitkräften aus strategischen Gründen evakuiert.",0.0,0.576486349105835,0.5221061706542969
160,Gouverneure,Der Präsident,0.0,0.1366083025932312,0.5221114158630371
71,Eine anhaltende erhöhte Zinkzufuhr kann zu Kupfermangel und Störungen in der Blutbildung führen.,"ab 200 mg können Symptome wie Übelkeit, Erbrechen oder auch Durchfall auftreten. Beim Menschen führt die Aufnahme von Zink ab etwa 2 g zu akuten Vergiftungserscheinungen",1.0,0.43135109543800354,0.5229090452194214
177,18. September 1988,Bis 2010,0.0,0.059348974376916885,0.5234339237213135
21,Das Betreten – außer zum Be- und Entladen – sowie die Mitfahrt sind verboten.,"Ein Güteraufzug ist nach der bisherigen deutschen Aufzugsverordnung eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist.",1.0,0.36710283160209656,0.524857223033905
121,Während der Zeit des Nationalsozialismus verfolgte der NS-Staat die Bevölkerungsminderheit mit rassistischer Zielsetzung und führte ab 1933 eine fortlaufend verschärfte Gesetzgebung ein: die Nürnberger Gesetze und ähnliche Bestimmungen.,"Verfolgung und Beraubung – zum Teil mittels Arisierung, Ghettoisierung und Inhaftierungen, Deportation – und als Grundlage für die systematischen und über Jahre fortgeführten Massenmorde während der Schoah / des Holocausts",1.0,0.40169215202331543,0.5258433818817139
93,16. Dezember 2015,1982,0.0,0.047075193375349045,0.5281572341918945
222,mindestens 5000 Jahre zurück,Seit etwa 1500 v. Chr.,0.0,0.26134583353996277,0.5292714834213257
95,die klassische Periode der japanischen Literatur,"Am Hof von Heian wurden die japanische Kultur, Kunst und Sitten zu außerordentlicher Verfeinerung geführt",0.0,0.33352822065353394,0.5308896899223328
122,Reichsbürgergesetz – Erste Verordnung vom 14. November 1935,die Nürnberger Gesetze,1.0,0.24409835040569305,0.5318484902381897
107,Allen Welsh Dulles,"Dulles, der zwischen 1953 und 1961 als Direktor der CIA fungierte, war neben George Tenet am längsten an der Spitze der amerikanischen Auslandsspionage",1.0,0.518009603023529,0.5321319699287415
213,"Es stellte den Versuch dar, im Sinne des logizistischen Programmes alle wahren mathematischen Aussagen und Beweise auf eine symbolische Logik zurückzuführen.",über Logik,1.0,0.40703341364860535,0.5331788063049316
78,etwas über einer Million Einwohnern,659.433 Einwohnern (2009),0.0,0.32256731390953064,0.5365516543388367
138,"Im engeren Sinn bezeichnet man als Haushund die Hunde, die überwiegend im Haus gehalten werden, und kennzeichnet damit also eine Haltungsform. Historisch wurde ein Hund, der zur Bewachung des Hauses gehalten wird, als Haushund bezeichnet. Eine weitere Verwendung des Begriffs ist die Einschränkung auf sozialisierte (Haus-)Hunde, also Hunde, die an das Zusammenleben mit Menschen in der menschlichen Gesellschaft gewöhnt und an dieses angepasst sind.",ein Haustier und wird als Heim- und Nutztier,0.0,0.6414632797241211,0.5376783013343811
219,in Oberflächenwassern und in Lebewesen,in der oberen Erdatmosphäre,0.0,0.19020110368728638,0.5394378304481506
185,Verbesserung der Wärmeleitfähigkeit,''Thermal Vias'' verbessern den Wärmetransport senkrecht zur Leiterplatte.,2.0,0.6080220341682434,0.5417444109916687
19,Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.,"Für das Jahr 2017 wird die Einwohnerzahl bei den Vereinten Nationen mit 5,1 Millionen, im CIA World Factbook mit 5,9 Millionen
und bei Statista mit 6,7 Millionen angegeben",1.0,0.40277430415153503,0.5428010821342468
119,Hindi,Pahari,0.0,0.1887841820716858,0.5441883206367493
88,als elementare Voraussetzung der Musik,Musik ist von den Künsten der Zeit am nächsten,0.0,0.4186878204345703,0.5451595187187195
190,großes Industriegebiet,zahlreiche Industriebetriebe und mehrere Arbeiterviertel,1.0,0.5951547026634216,0.5483464598655701
13,am Golf von Mexiko in der Golfküstenebene,Südküste,0.0,0.30248406529426575,0.5489984750747681
72,Außenrufe und Innenkommandos,Eingabe eines Fahrtwunsches über die Außentableaus (Ruf) oder vom Kabinentableau (Kommando),2.0,0.66000896692276,0.5509670376777649
128,"über Mitgliederbeiträge, Spenden, Zuschüsse, Preise oder Gebühren","zu 53 % über Entschädigungen für Dienstleistungen, zu 35 % über Staatsbeiträge und nur zu 12 % über Spendeneinnahmen",1.0,0.3005591034889221,0.5529553890228271
84,"Im Gegensatz zu den meisten anderen Religionen und zum Synkretismus führte der wachsende Ausschließlichkeitsanspruch des Christentums zur Verweigerung gegenüber dem Kaiserkult und damit der römischen Autorität,","Dies führte zu Maßnahmen gegen die beiden Religionen, die mit dem Polytheismus unvereinbar zu sein schienen",0.0,0.33502137660980225,0.553818941116333
