,answer1,answer2,label,sas,bert_score
38,das Funktionsprinzip der Dampfmaschine,"Der Physiker Nicolas Carnot erkannte, dass beim Verrichten von mechanischer Arbeit eine Volumenänderung des Dampfs nötig ist. Außerdem fand er heraus, dass die Abkühlung des heißen Wassers in der Dampfmaschine nicht nur durch Wärmeleitung erfolgt",1.0,0.41305187344551086,0.5571054220199585
154,Niederschläge fallen ganzjährig mit einem Schwerpunkt in den Frühjahrsmonaten.,Hohe Regenmengen sind insbesondere in den Sommermonaten zu erwarten,0.0,0.513446569442749,0.5628836750984192
143,"Fehlender Nachschub, Krankheiten sowie ständige Angriffe der russischen Kosaken setzten den französischen Truppen schwer zu.","litten unter Hunger, Krankheiten, Schnee und Kälte",0.0,0.35973677039146423,0.5639259219169617
175,Schutz für amerikanische Schiffe durch die britische Royal Navy nach der Unabhängigkeit der Vereinigten Staaten 1783 entfallen war,Die Piraterie der Barbareskenstaaten im Mittelmeer auch gegen amerikanische Schiffe führte zur Begründung einer Seestreitmacht der Vereinigten Staaten,0.0,0.3619212806224823,0.5644120573997498
65,"die dann unter der Bezeichnung „Rationalismus“ zusammengefasst werden. Diese Positionierung dient vor allem der Distanzierung des Empirismus von traditionellen, scholastisch-rationalistischen Auffassungen.
Diese Auffassungen gehen davon aus, dass Weltwissen auch aus reinem Denken möglich ist oder dieses reine Denken sogar die primäre oder ausschließliche Erkenntnisquelle ausmache.",Rationalismus,1.0,0.530964195728302,0.5717628002166748
156,Niederländischen Westindien-Kompanie (WIC),die WIC von der Republik der Sieben Vereinigten Provinzen,2.0,0.40715768933296204,0.573642909526825
24,Neben Krankheiten basiert der pejorative Wortschatz vor allem auf Geschlechtsteilen und Sexualität.,Krankheiten,1.0,0.3120727241039276,0.5782455205917358
81,"nur bis eine Gigawattstunde pro Jahr die EEG-Umlage in voller Höhe berechnet. Für den Energieanteil zwischen einer und 10 Gigawattstunden sind 10 % der EEG-Umlage zu bezahlen, zwischen 10 und 100 Gigawattstunden nur noch 1 % der EEG-Umlage.","Die Deutsche Bahn AG sah sich bei deren Umsetzung mit Mehrausgaben von jährlich 500 Millionen Euro belastet, von denen 137 Millionen Euro durch den möglichen Entfall der geminderten EEG-Umlage entstehen würden und 350 Millionen Euro durch die mögliche Einführung der EEG-Umlage für selbsterzeugten Strom",0.0,0.36257094144821167,0.5786679983139038
68,"eingeschleppte Krankheiten, Strafexpeditionen, Umsiedlungen und Zwangsarbeit",Krankheiten,1.0,0.39869892597198486,0.5797321796417236
221,Indus-Kultur,die vedische Kultur,0.0,0.1916821300983429,0.5828639268875122
82,"Männer, denen das Wahlrecht zustand, waren automatisch registriert, Frauen mussten einen besonderen Antrag stellen, um ihre politischen Rechte ausüben zu können","Für Männer bestand Wahlpflicht, für Frauen nicht",0.0,0.467729777097702,0.5856885313987732
1,in Blautönen gehaltenen Außenwände,Blaues,1.0,0.5069923996925354,0.5883035659790039
215,"ausser der Bundesfeier nur noch drei weitere Tage, die ebenfalls in der gesamten Schweiz anerkannt sind: Neujahr, Auffahrt und der erste Weihnachtsfeiertag.",auf Bundesebene nur der 1. August,0.0,0.2770925462245941,0.5891180038452148
201,"Die göttliche und die menschliche Welt der antiken Römer waren nicht fundamental getrennt – wie in einer monotheistischen Religion mit einem transzendenten Gott – stattdessen sah die römische Bevölkerung ihre Götter an als in der Umgebung real existierend, sie konnten gedacht werden als „vergöttlichtes Naturphänomen“","Die Welt der Römer war geprägt sowohl von großen Göttern wie Jupiter oder Mars, dem in Krieg und Frieden mächtigen Beschützer des Volkes und des Reiches, als auch von kleinen Göttern, die in Bäumen, Bächen oder Quellen lebten oder vielleicht besser: mit ihnen eins waren",1.0,0.609504222869873,0.5894960761070251
76,"dass sich der Vater, als er bei der Meldung der Geburt zurückrechnete, eine Woche zu viel zählte und fälschlicherweise den 22. Februar als Geburtstag seines Sohnes eintragen ließ","Die beiden Urkunden verzeichnen als Geburtsdatum den 22. Februar 1810, aber sowohl Chopin als auch seine Mutter gaben als Geburtstag den 1. März 1810 an",0.0,0.46526867151260376,0.5928146839141846
132,in Stuttgart mit der internationalen Juniorenmeisterschaft ''„Bestgebauter Athlet“'',in der Juniorenklasse Österreichischer Staatsmeister,0.0,0.2563289701938629,0.6005885004997253
66,"Unter Einhaltung dieser Bedingungen weicht sie möglichst wenig von der örtlichen Sonnenzeit ab. Die Differenz zwischen der örtlichen Sonnenzeit und der Zonenzeit eines Ortes ist östlich des Mittelmeridians negativ und westlich davon positiv, und sofern die Grenzen der Zeitzonen in etwa mit ihrer natürlichen Lage übereinstimmen – was heute oft nicht mehr zutrifft –, ist der Betrag dieser Differenz im Jahresmittel nirgends wesentlich größer als eine halbe Stunde.",Die Sommerzeit ist damit gleich der Zonenzeit der östlich benachbarten Zeitzone,1.0,0.44354763627052307,0.6032732129096985
394,eine Stunde,Die Zonenzeiten zweier benachbarter Zonen unterscheiden sich um genau eine Stunde,1.0,0.5264515280723572,0.604870617389679
145,521 Millimetern,545 Millimeter im Jahr (beide Werte Normperiode 1981–2010),0.0,0.30803462862968445,0.6059511303901672
69,Downtown Houston,Houston,1.0,0.7115951180458069,0.6089031100273132
52,"Der Berstwiderstand gibt den benötigten Druck an, um ein Papier zum Bersten zu bringen.","Druck, der zum Durchstoßen des Papiers erforderlich ist",2.0,0.8259740471839905,0.6096182465553284
48,"Zum einen können die Genprodukte der Chromosomen direkt in den Zellen wirken, in denen sie exprimiert werden. Zum anderen bedingen die Gonosomen die Entwicklung der Gonaden, die die Geschlechtshormone bilden.","Geschlechtshormone, wie Testosteron und die Östrogene, wirken nicht nur auf die Keimdrüsen, sondern in vielfältiger Weise auf das gesamte Nervensystem: auf Nervenzellen, Synapsen, Genexpression",0.0,0.5311794281005859,0.6112768650054932
112,"eine scharfe Kritik an den damals in Frankreich nach der Revolution von 1789 herrschenden Zuständen und Entwicklungen, die schließlich in der Terrorherrschaft der Jakobiner 1793/1794 mündeten.",Revolution in Frankreich,1.0,0.40582388639450073,0.6147140860557556
150,46. Tag vor dem Ostersonntag,Mittwoch nach dem 7. Sonntag vor Ostern,2.0,0.41265055537223816,0.6166877150535583
170,Wilhelm III.,Wilhelm von Oranien,1.0,0.606878936290741,0.6180091500282288
20,Im internationalen Vergleich ist die Versorgungsquote mit Verhütungsmitteln in Eritrea schlecht.,nur 7 % der verheirateten Frauen Zugang zu modernen Verhütungsmitteln,1.0,0.44215065240859985,0.6191198229789734
255,Der Bayou selbst geht im östlichen Stadtgebiet in den bereits erwähnten Kanal über und mündet dann im Golf.,im Golf,1.0,0.42560437321662903,0.6194074749946594
284,"Es kann bei ungenügender Abschirmung der USB-3.0-Kabel zu Störungen im Rahmen der elektromagnetischen Verträglichkeit (EMV) kommen, welche sich unter anderem im von Wireless Local Area Network (WLAN) oder Bluetooth genutzten 2,4-GHz-Bereich auswirken. Dabei kommt es in der Nähe von USB-3.0-Geräten zu einer reduzierten Reichweite und zu vermehrten Übertragungsfehlern.",einer reduzierten Reichweite und zu vermehrten Übertragungsfehlern,1.0,0.7078193426132202,0.6221272945404053
92,nach seinem Kurzfilm ''Amblin'',Amblin Entertainment,0.0,0.5574025511741638,0.6291543245315552
423,"Chopin wurde in Żelazowa Wola geboren, einem Dorf in der Gemeinde Brochów, Departement Warschau, im damaligen Herzogtum Warschau.",in Żelazowa Wola,1.0,0.44447287917137146,0.6315286159515381
80,Eklogen,''Eklogen'' oder ''Bucolica'',1.0,0.5800716876983643,0.6339291334152222
352,"Das Rettungsfachpersonal des Rettungsdienstes konzentriert sich zunächst auf eine möglichst rasche Erkennung von Akutgefährdung und Komplikationen. Dazu gehört eine zügige klinische Untersuchung mit Blutdruckmessung und Auskultation (Abhören) von Herz und Lunge. Nur ein schnell angefertigtes Zwölf-Kanal-EKG lässt den ST-Hebungsinfarkt erkennen und erlaubt die Einleitung der dann dringlichen Lysetherapie oder Katheterbehandlung. Um Herzrhythmusstörungen sofort erkennen zu können, wird eine kontinuierliche EKG-Überwachung (Rhythmusmonitoring) begonnen und zur Medikamentengabe eine periphere Verweilkanüle angelegt.",konzentriert sich zunächst auf eine möglichst rasche Erkennung von Akutgefährdung und Komplikationen,1.0,0.6287637948989868,0.6340970396995544
67,die Zonenzeit in der Mitteleuropäischen Zeitzone mit dem Bezugsmeridian der geographischen Länge 15° Ost,die Mitteleuropäische Zeit,2.0,0.7305824160575867,0.641183614730835
422,Holland,Wichtigste Provinz der Union war die Provinz Holland,1.0,0.5241098403930664,0.6423176527023315
99,die ''Genji'' (''Minamoto'') und die ''Heike'' (''Taira''),"als die Taira ihre Macht durch Einheirat in die kaiserliche Familie etabliert hatten, erhoben sich die Genji wieder und der ''Gempei-Krieg'' entbrannte",1.0,0.4099074602127075,0.6432213187217712
362,81,gut 81 Prozent,1.0,0.7939589023590088,0.6457812786102295
17,"USA, in Kanada und in Australien (hier nur umgangssprachlich)","in den USA vor allem zum American Football, in Kanada zum Canadian Football und in Australien zum Australian Football",1.0,0.5477564930915833,0.6464542746543884
217,2009,am 17. Juni 2005,0.0,0.0761684849858284,0.6470236778259277
304,meist nach außen gerichtet,Im Gegensatz zum Gefühl sind Emotionen als ein Affekt – vom agierenden Individuum aus gesehen – meist nach außen gerichtet,1.0,0.6550738215446472,0.647698700428009
214,orthodoxe Kirche,griechisch-orthodoxen Konfession,1.0,0.6004194021224976,0.6516318321228027
376,"Das System der Bonyāds bestand bereits unter dem Schah und erfüllte schon damals karitative Aufgaben, wie sie auch schwarze Kassen für die herrschende Elite darstellten. Auch heute werden den Bonyāds Vorwürfe wegen mangelnder Transparenz, Korruption und Vetternwirtschaft gemacht.","wegen mangelnder Transparenz, Korruption und Vetternwirtschaft ",1.0,0.6189368963241577,0.6529723405838013
212,auf einer der winzigen Seal Islands (auf 60° 56′ 5″ S),"23 km nordwestlich der Hope Bay im Norden der Antarktischen Halbinsel, auf 61° 0′ 3,6″ S",0.0,0.2980937659740448,0.6581411957740784
136,"Wichtig ist, dass jeder gegnerische, passempfangsberechtigte Spieler gedeckt ist","beinhaltet alle Spieler, die die gegnerischen Spieler decken, die einen Pass fangen dürfen",1.0,0.8408617377281189,0.6591352820396423
421,"kein Zentralstaat, sondern eine Konföderation von Provinzen",Die Republik war kein Zentralstaat,1.0,0.6268552541732788,0.6655172109603882
163,Expedition durch den Südosten der heutigen USA,Expedition,1.0,0.5468051433563232,0.6667910218238831
25,500 MB/s,5 Gbit/s,0.0,0.21785703301429749,0.6677072644233704
275,"Bei der Rangliste der Pressefreiheit 2017, welche von Reporter ohne Grenzen herausgegeben wird, belegte Griechenland Platz 88 von 180 Ländern",Platz 88 von 180 Ländern. Bei der Situation der Pressefreiheit im Land gibt es laut der Nichtregierungsorganisation „erkennbare Probleme“.,1.0,0.6547900438308716,0.6690676212310791
371,"Letztere bestanden im Verbrennen von Rindern und Schafen auf Bergen und in Hainen, wo sich auch Götterbilder befanden. Menschenopfer kamen nur vereinzelt vor.",Rindern und Schafen,1.0,0.4856669306755066,0.6719002723693848
173,Der Head Linesman und der Line Judge,Der Side und Back Judge,0.0,0.5723095536231995,0.6729016900062561
206,"dass sie das Geld an die Wohltätigkeitsorganisation ''Clinton Bush Haiti Fund'' gespendet habe, um den Opfern des Erdbebens von Haiti zu helfen",an Wohltätigkeitsorganisationen gespendet,1.0,0.5912230610847473,0.6767651438713074
117,18 Kilometer,"201,7 Kilometern",0.0,0.17626510560512543,0.6772149205207825
28,1897,23. September 1896,0.0,0.2562076449394226,0.6806877851486206
332,Vom Geist der Gesetze,Vom Geist der Gesetze ''(De l’esprit des lois)'',2.0,0.861397922039032,0.6813568472862244
188,Unabhängigkeitskrieg,Israelische Unabhängigkeitskrieg (Erster Arabisch-Israelischer-Krieg),1.0,0.646210253238678,0.6856381297111511
242,die über 12.000 gelben Taxis („Yellow Cabs“),gelben Taxis,1.0,0.6663675308227539,0.6863080859184265
308,Die Radioprogramme sind durch Rundfunkgebühren finanziert. Radiowerbung ist der SRG SSR nicht gestattet.,durch Rundfunkgebühren,1.0,0.5236250162124634,0.6876220703125
356,"Während unter dem Stichwort „tibetische Literatur“ meist der große Schatz religiöser Texte verstanden wird, treten Drama, Lyrik, erzählende Literatur sowie die reiche mündliche Überlieferung oft in den Hintergrund.",meist der große Schatz religiöser Texte,1.0,0.5325265526771545,0.6878328323364258
410,"Ein weiteres Exklusivmerkmal der Säugetiere ist das Säugen der Jungtiere mit Milch, Näheres siehe im Abschnitt Fortpflanzung.
* Säugetiere besitzen als einzige Tiergruppe ein Zwerchfell, einen flächigen Muskel, der Brust- und Bauchhöhle voneinander trennt.",das Säugen der Jungtiere mit Milch,1.0,0.6182548999786377,0.6895336508750916
314,"Verbrechen gegen die Menschlichkeit sind breit angelegte oder systematische Übergriffe auf die Zivilbevölkerung. Im Völkerrecht stellen sie einen Oberbegriff dar, unter den sowohl „Kriegsverbrechen“, „Verbrechen gegen den Frieden“, als auch „Völkermord“ fallen.",breit angelegte oder systematische Übergriffe auf die Zivilbevölkerung,1.0,0.6131601929664612,0.6904600858688354
396,"Hunde, die schnell laufen konnten","Hunde, die schnell laufen konnten, während kleine Hunde (Dackel oder ''Dachshund'', Terrier) leicht in Fuchs- oder Dachsbaue eindringen konnten.",1.0,0.5339908003807068,0.6920071244239807
347,Colonel James Moore,"der britische Kolonialgouverneur von South Carolina, Colonel James Moore,",2.0,0.6902032494544983,0.6938844323158264
326,Galizien,ins österreichisch regierte Galizien,1.0,0.4864552915096283,0.6948410868644714
414,Der Verlust von Fell in der menschlichen Evolution ermöglichte dem Menschen in seinen damaligen warmen Lebensräumen die Körpertemperatur besser zu regulieren (Schwitzen). Dies erhöhte seine Ausdauer zur Nahrungsbeschaffung bei der Hetzjagd.,die Körpertemperatur besser zu regulieren (Schwitzen),1.0,0.6002984046936035,0.6956385374069214
180,1.021.000 Mann,"1,4 Millionen",0.0,0.19870854914188385,0.6957717537879944
192,Rebekah Wade,Wade,1.0,0.674079954624176,0.6997165679931641
245,Höhengrenze,eine Höhengrenze der Glaziologie,1.0,0.6261041760444641,0.7008309364318848
370,auf seiner Weltreise mit der HMS Beagle (1831–1836),auf seiner Weltreise,1.0,0.5182098150253296,0.7015191912651062
263,Ausländische Gäste machen etwa 59 Prozent der Übernachtungen,etwa 59 Prozent,1.0,0.5915363430976868,0.7015867829322815
358,"Insbesondere bei Tests, die häufig wiederholt werden, ist deren Automatisierung angeraten. Dies ist vor allem bei Regressionstests und bei testgetriebener Entwicklung der Fall. Darüber hinaus kommt Testautomatisierung bei manuell nicht oder nur schwer durchführbaren Tests zum Einsatz (z. B. Lasttests).","Insbesondere bei Tests, die häufig wiederholt werden",1.0,0.7193760871887207,0.7064440846443176
155,1667,19. Februar 1674,0.0,0.29460057616233826,0.707489013671875
366,zwei,in zwei Teile,1.0,0.37031373381614685,0.7127771377563477
113,Milladoiro oder Fuxan os Ventos,Milladoiro,1.0,0.4788402020931244,0.7130159735679626
397,n Fuchs- oder Dachsbaue eindringen,"während kleine Hunde (Dackel oder ''Dachshund'', Terrier) leicht in Fuchs- oder Dachsbaue eindringen konnten",1.0,0.5506864190101624,0.7145341634750366
205,von der USB-Audio-Class,bei externen USB-Soundkarten,0.0,0.5472862124443054,0.7207236289978027
354,im 7. Jahrhundert,spätestens mit der Einführung der tibetischen Schrift im 7. Jahrhundert,1.0,0.5046023726463318,0.7232498526573181
209,Im Osten liegt der Atlantische Ozean und im Westen der Pazifik,Atlantischen und dem Pazifischen Ozean,1.0,0.5726452469825745,0.723726749420166
54,am 24. November 1859,1859,1.0,0.5889602303504944,0.7253018617630005
241,Eine Halbierung der Betriebsspannung,Eine Halbierung der Betriebsspannung (zum Beispiel durch Reihenschaltung zweier gleichartiger Glühlampen),1.0,0.6648250222206116,0.7281116247177124
140,Humphrey Gilbert,Gilbert,1.0,0.8312368392944336,0.729493260383606
216,Sechste Generation,6. Generation,2.0,0.9669889807701111,0.733020544052124
384,n New Haven (Connecticut),New Haven,2.0,0.7346422672271729,0.7334054112434387
237,britische,durch die britische Kultur,1.0,0.46306532621383667,0.7334159016609192
297,"aus mehreren Wasserbassins, einem gepflasterten Steinfeld und verschiedenen Baumgruppen","Die Gedenkstätte wird aus mehreren Wasserbassins, einem gepflasterten Steinfeld und verschiedenen Baumgruppen bestehen, die das weitergehende Leben nach der Zerstörung des WTCs symbolisieren sollen. Unterirdisch wird ein Museum eingerichtet werden, das an die Opfer und die Zerstörung erinnern soll",1.0,0.6496589183807373,0.7349383234977722
159,2013,6. November 2013,1.0,0.42779290676116943,0.7388521432876587
412,die Kantone,In der Schweiz sind die Kantone Träger der Universitäten und Hochschulen,1.0,0.4628657102584839,0.7395777106285095
296,sechs Toten,sechs,1.0,0.6867730021476746,0.7435733079910278
133,Mr. Olympia,der Titel des ''Mr. Olympia'',2.0,0.9021633267402649,0.7475116848945618
257,"Atari MiNT unterstützt standardmäßig kein USB, es sind jedoch für MiNT verschiedene Treiber in Entwicklung, die Add-on-Karten (wie EtherNAT, eine Kombination aus USB- und Ethernet Erweiterung für den Atari Falcon) unterstützen",Atari MiNT unterstützt standardmäßig kein USB,1.0,0.672195553779602,0.7490333914756775
367,der Cowles Mountain () im Mission Trails Regional Park,der Cowles Mountain,2.0,0.683090329170227,0.7495337128639221
273,Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.,"Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.
Für das Jahr 2017 wird die Einwohnerzahl bei den Vereinten Nationen mit 5,1 Millionen, im CIA World Factbook mit 5,9 Millionen
und bei Statista mit 6,7 Millionen angegeben",1.0,0.5317898392677307,0.7499819993972778
323,dürfen nur in bestimmten rituellen Zusammenhängen erzählt werden,Zudem sind zahlreiche Geschichten im Besitz von Abstammungslinien und dürfen nur in bestimmten rituellen Zusammenhängen erzählt werden. Der überwiegende Teil von ihnen ist weder öffentlich zugänglich noch übersetzt,1.0,0.5923090577125549,0.7506275177001953
45,Das objektive Jagdrecht,Jagdrecht,2.0,0.6625402569770813,0.7508417963981628
227,Der international renommierte französische Herzchirurg Théodore Tuffier,Théodore Tuffier,2.0,0.6268368363380432,0.7510137557983398
339,"So wurde die Fortführung des Vorrechts orthodoxer Christen an den heiligen Stätten des Christentums und die Ausbesserung der Kuppel über dem Christusgrab verlangt, ohne Mitwirkung der Katholiken. Der Sultan war zunächst bereit, einen Teil dieser Forderungen zu erfüllen. Doch Menschikow hatte noch eine zweite, sehr weitreichende Forderung überbracht: Das Osmanische Reich solle durch einen Vertrag Russlands Schirmherrschaft über die orthodoxen Christen im Osmanischen Reich anerkennen, die ein Drittel seiner Bevölkerung darstellten.",die Fortführung des Vorrechts orthodoxer Christen an den heiligen Stätten des Christentums und die Ausbesserung der Kuppel über dem Christusgrab,1.0,0.5339021682739258,0.7511656880378723
385,"nach einem ihrer ersten Förderer, dem Kaufmann Elihu Yale",Elihu Yale,1.0,0.6806576251983643,0.7524055242538452
79,acht,acht Stadtbezirke,2.0,0.606830894947052,0.7534583210945129
418,Energie mal Zeit',die physikalische Dimension ''Energie mal Zeit'' der Konstante,2.0,0.7034986615180969,0.7535260319709778
345,bei Männern tendenziell asymmetrischer organisiert,"bei Männern tendenziell asymmetrischer organisiert, d. h. die Lateralisation des Gehirns ist ausgeprägter als bei Frauen, die wiederum größere Frontallappen haben",1.0,0.63910311460495,0.7537619471549988
378,"''Vier Edlen Wahrheiten'', aus der vierten der Wahrheiten folgt als Weg aus dem Leiden der ''Achtfache Pfad''",von ihm benannten ''Vier Edlen Wahrheiten'',1.0,0.6119920015335083,0.7554968595504761
238,"Ein durchschnittlicher Erwachsener trinkt in der Woche etwa einen Liter Whisky,",etwa einen Liter Whisky,1.0,0.7443329095840454,0.755895733833313
230,10 %,10 % der Landesfläche,1.0,0.7148386240005493,0.7564647197723389
363,"Berndeutsch, ein hochalemannischer Dialekt",Berndeutsch,2.0,0.6365064382553101,0.7571338415145874
298,Romantik,Jenaer Romantik,1.0,0.6000438332557678,0.7574446797370911
348,im Westen von Westafrika und Oberguinea,im Westen von Westafrika und Oberguinea zwischen 13° und 17° westlicher Länge und 11° und 12° nördlicher Breite,1.0,0.5589320063591003,0.7589596509933472
365,"an einem künstlichen Hafenbecken an der Südspitze Kaliforniens, etwa zweieinhalb Autostunden südlich von Los Angeles und etwa eine halbe Stunde nördlich von Tijuana, Mexiko.",an einem künstlichen Hafenbecken an der Südspitze Kaliforniens,1.0,0.5835826396942139,0.7598366737365723
91,1703,etwa 1633,0.0,0.2911072075366974,0.7603589296340942
413,Die verschiedenen Arten von Lehrenden werden unter dem Oberbegriff Dozenten (oder Dozierende) zusammengefasst,Dozenten (oder Dozierende),1.0,0.773374617099762,0.7650226950645447
317,vis viva,vis viva („lebendige Kraft“),2.0,0.6833850741386414,0.7651658654212952
327,2003,Seit 2003,1.0,0.7301834225654602,0.766485333442688
364,durch eine Doppelmembran,durch eine Doppelmembran aus und enthalten eine eigene zirkuläre DNA,1.0,0.5281737446784973,0.768413245677948
186,Wilhelm I.,König Wilhelm III.,0.0,0.44254422187805176,0.7694871425628662
134,Sergio Oliva,Oliva,1.0,0.7637535929679871,0.7706055641174316
293,Dürreperioden und Sandstürmen,wurde Oklahoma wiederholt von Dürreperioden und Sandstürmen heimgesucht,1.0,0.5859489440917969,0.7707093358039856
288,"Indianerstämmen der Muskogee, der Seminolen, der Cherokee, der Choctaw und der Chickasaw zu (den „Fünf zivilisierten Nationen“), die aus den östlichen Staaten vertrieben wurden. Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen.","Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen",1.0,0.6158798933029175,0.7717232704162598
32,Pädagogen Friedrich Fröbel,Fröbel,2.0,0.7016562223434448,0.7728303074836731
319,Erster Hauptsatz,Erster Hauptsatz der Thermodynamik,1.0,0.5896891951560974,0.7735785841941833
240,in Afrika,vor allem in Afrika,1.0,0.734074592590332,0.7746402621269226
283,doppelte Zeilen- sowie Spaltenanzahl,Die doppelte Zeilen- sowie Spaltenanzahl erleichtert das Hochskalieren von HDTV,1.0,0.6390116810798645,0.7746706604957581
309,1983,Seit 1983,1.0,0.8175098896026611,0.7747135162353516
355,"konnten sich moderne wissenschaftliche, politische und literarische Genres etablieren.","die seit über 800 Jahren statisch festgeschriebene Tradition aufgebrochen und konnten sich moderne wissenschaftliche, politische und literarische Genres etablieren",1.0,0.6622904539108276,0.7750543355941772
386,1900,seit 1900,1.0,0.7676876783370972,0.7787225246429443
343,"Ihr zufolge sind die kleinsten gesellschaftlichen Gebilde (Gruppen, Gemeinden) autonom","Ihr zufolge sind die kleinsten gesellschaftlichen Gebilde (Gruppen, Gemeinden) autonom. Sie gehen aus eigenem Antrieb Zweckbündnisse ein, geben jedoch nur diejenigen Aufgaben an ihre Vereinigungen ab, die sie selbst nicht wahrnehmen können",1.0,0.7003502249717712,0.7793802618980408
337,16 Verwaltungsbezirken „Delegaciones“,16 Verwaltungsbezirken,2.0,0.7041839361190796,0.7807965874671936
264,Deutschland,aus Deutschland,2.0,0.7382267713546753,0.7814669013023376
278,14. Dezember 1861,am 14. Dezember 1861 gegen 22:50 Uhr,1.0,0.6391521692276001,0.7817872166633606
322,1972,seit 1972,1.0,0.7495715618133545,0.7826618552207947
233,1974,seit 1974,1.0,0.7958132028579712,0.78370201587677
330,Anwalt,Abgeordneten und Anwalt,1.0,0.49193549156188965,0.7850080132484436
398,"Seitdem wurden immer neue, extrem abweichende Schätzungen auf unterschiedlichster methodologischer Grundlage erstellt. Sie reichen von kaum mehr als 8 Millionen bis zu über 110 Millionen. Jüngere Schätzungen gehen von einem sehr groben Näherungswert von 50 Millionen Einwohnern aus, von denen etwa die Hälfte in Mesoamerika, ein Viertel im Inkareich lebte.",Sie reichen von kaum mehr als 8 Millionen bis zu über 110 Millionen. Jüngere Schätzungen gehen von einem sehr groben Näherungswert von 50 Millionen Einwohnern aus,1.0,0.5914691090583801,0.7871001958847046
346,"Zum einen kommt alternatives Spleißen von mRNA in Frage. Zum Beispiel das Spleißen von Kanalproteinen, sodass deren Durchlässigkeit für Ionen verändert ist. Zum anderen sind epigenetische Kontrollmechanismen relevant. Hierzu zählen unter anderem die genomische Prägung und die Histonmodifikation. Zudem wird immer wieder die Frage gestellt, inwiefern die Umwelt Einfluss auf den Dimorphismus hat.
Ein anderer Erklärungsansatz ist folgender: Geschlechtshormone, wie Testosteron und die Östrogene, wirken nicht nur auf die Keimdrüsen, sondern in vielfältiger Weise auf das gesamte Nervensystem: auf Nervenzellen, Synapsen, Genexpression. Dies gilt für die Zeit der Embryonalentwicklung und während der Kindheit, der Pubertät und im Erwachsenenalter. So bewirken die Geschlechtshormone eine typische männliche beziehungsweise weibliche Entwicklung des Nervensystems.","Zum einen kommt alternatives Spleißen von mRNA in Frage. Zum Beispiel das Spleißen von Kanalproteinen, sodass deren Durchlässigkeit für Ionen verändert ist. Zum anderen sind epigenetische Kontrollmechanismen relevant. Hierzu zählen unter anderem die genomische Prägung und die Histonmodifikation. ",1.0,0.6075860857963562,0.7901254892349243
300,Sachsen-Meiningen und Reuß älterer Linie waren mit Österreich verbündet,"Im Preußisch-Österreichischen Krieg von 1866 standen die meisten Thüringer Staaten auf Seiten Preußens, lediglich Sachsen-Meiningen und Reuß älterer Linie waren mit Österreich verbündet",1.0,0.6865876913070679,0.791102945804596
