,answer1,answer2,label,berttrained
0,rotiert,"schwingt bei vertikaler Polarisation der elektrische Feldvektor zwischen oben und unten, bei horizontaler Polarisation zwischen links und rechts",0.0,0.23049265146255493
1,in Blautönen gehaltenen Außenwände,Blaues,1.0,0.5877379179000854
2,'Anorthotiko Komma Ergazomenou Laou'',Fortschrittspartei des werktätigen Volkes,2.0,0.05804603546857834
3,aus dem englischen,"von  ‚Geißel‘, ‚Seuche‘ und lat.  ‚töten‘",0.0,0.32742825150489807
4,Ramadan-Monat,sind üblicherweise an den Rändern der Koranexemplare markiert,0.0,0.317895770072937
5,"denn es ist eine beliebte Praxis, verteilt auf die dreißig Ramadan-Nächte, eine Chatma, also eine Komplettlesung des Korans, vorzunehmen",Sie finden vor allem in der Liturgie Verwendung und dienen als Maßeinheiten zur Festlegung von Gebetspensen,0.0,0.37556955218315125
6,an den Rändern der Koranexemplare markiert,Die Grenzen zwischen den einzelnen Dschuzʾ- und Hizb-Abschnitten befinden sich meistens mitten in einer Sure.,0.0,0.31365862488746643
7,bis etwa 1 MHz,niedriger,0.0,0.0657365694642067
8,Nährgebiet,Akkumulationsgebiet,2.0,0.45084643363952637
9,Zehrgebiet,Ablationsgebiet,2.0,0.4257916808128357
10,Funktion eines Prädikativums,fast nur im gehobenen Stil verwendet,0.0,0.27468469738960266
11,das lateinische Alphabet in Groß- und Kleinschreibung,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,0.14966034889221191
12,"An der Gletschersohle sowie den Flanken eines Gletschers kann das Eis oft am anstehenden Gestein festfrieren, wodurch hier keine Bewegung möglich ist.",Auf molekularer Ebene besteht Eis aus übereinanderliegenden Molekülschichten mit relativ schwachen Bindungskräften zwischen den einzelnen Schichten,0.0,0.4644119143486023
13,am Golf von Mexiko in der Golfküstenebene,Südküste,0.0,0.25329649448394775
14,Johads,Johad,2.0,0.7682996988296509
15,die alten traditionellen Methoden des Regenwassersammelns zu dokumentieren und Pilotprojekte aufzubauen,Die Menschen werden jetzt wieder verstärkt in die Wasserversorgung einbezogen,0.0,0.34777379035949707
16,Sheffield United,Brian Deane,0.0,0.16137880086898804
17,"USA, in Kanada und in Australien (hier nur umgangssprachlich)","in den USA vor allem zum American Football, in Kanada zum Canadian Football und in Australien zum Australian Football",1.0,0.6466575860977173
18,Baktrien,Afghanistan und Pakistan,0.0,0.11299578100442886
19,Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.,"Für das Jahr 2017 wird die Einwohnerzahl bei den Vereinten Nationen mit 5,1 Millionen, im CIA World Factbook mit 5,9 Millionen
und bei Statista mit 6,7 Millionen angegeben",1.0,0.2429976463317871
20,Im internationalen Vergleich ist die Versorgungsquote mit Verhütungsmitteln in Eritrea schlecht.,nur 7 % der verheirateten Frauen Zugang zu modernen Verhütungsmitteln,1.0,0.30639952421188354
21,Das Betreten – außer zum Be- und Entladen – sowie die Mitfahrt sind verboten.,"Ein Güteraufzug ist nach der bisherigen deutschen Aufzugsverordnung eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist.",1.0,0.46860271692276
22,durch die jahrelange öffentliche Abwesenheit,"Für viele Untertanen wurde die „Witwe von Windsor“ („Widow of Windsor“) zu einer etwas wunderlichen Einsiedlerin im Witwenkleid, einer entrückten Gestalt, ehrfurchtgebietend und über ein weltumspannendes Imperium herrschend",0.0,0.06768769025802612
23,-lijer,op,0.0,0.4232652485370636
24,Neben Krankheiten basiert der pejorative Wortschatz vor allem auf Geschlechtsteilen und Sexualität.,Krankheiten,1.0,0.35675981640815735
25,500 MB/s,5 Gbit/s,0.0,0.5662475228309631
26,23 Uhr,23.00 Uhr,2.0,0.9038875699043274
27,„Last Order“,eine Glocke,0.0,0.18803654611110687
28,1897,23. September 1896,0.0,0.5227435231208801
29,"Indianerstämmen der Muskogee, der Seminolen, der Cherokee, der Choctaw und der Chickasaw zu (den „Fünf zivilisierten Nationen“), die aus den östlichen Staaten vertrieben wurden. Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen.",Umsiedlung,1.0,0.38446852564811707
30,Großer Schneesturm,wegen eines Unwetters,1.0,0.32269081473350525
31,Nationalstaatsidee,einem vereinten deutschen Staat,1.0,0.37319889664649963
32,Pädagogen Friedrich Fröbel,Fröbel,2.0,0.6612229943275452
33,Meyers Konversations-Lexikon,Brockhaus Enzyklopädie,0.0,0.26601213216781616
34,für höhere Organismen nur relativ schwach giftig,"So kann ein Mensch täglich 0,04 Gramm Kupfer zu sich nehmen, ohne Schaden an seiner Gesundheit zu erleiden",1.0,0.21434922516345978
35,unter 2 %,"nahe, aber unter 2 %",2.0,0.795020341873169
36,vis viva,lebendigen Kräfte,2.0,0.4962734580039978
37,Behandlung der elastischen Deformation,Lösung der Bewegungsgleichungen vor allem in der Himmelsmechanik,0.0,0.30972811579704285
38,das Funktionsprinzip der Dampfmaschine,"Der Physiker Nicolas Carnot erkannte, dass beim Verrichten von mechanischer Arbeit eine Volumenänderung des Dampfs nötig ist. Außerdem fand er heraus, dass die Abkühlung des heißen Wassers in der Dampfmaschine nicht nur durch Wärmeleitung erfolgt",1.0,0.5493389964103699
39,Thayendanegea,Joseph Brant,2.0,0.2214183211326599
40,die junge weiße Frau Mayella vergewaltigt zu haben,Vergewaltigung,1.0,0.4469977915287018
41,der Verurteilte wird kurz nach dem Prozess bei einem Fluchtversuch erschossen,Am Ende des Romans begleitet Scout ihren Nachbarn Boo wieder zurück in sein Haus,0.0,0.12330614775419235
42,"veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden, als es eine eigene Luxuspapierindustrie gab","Andachts- und Fleißbildchen, viele Ansichts- (Leporello), Gelegenheits- (Glückwunsch-, Weihnachts- und Neujahrskarten) und Bildpostkarten (Motivkarten), verzierte Briefbogen, Etiketten, allerlei Papierspielzeug (Papiertheater), Reklamemarken und Sammelbilder und vieles mehr",0.0,0.39048105478286743
43,Die Partei der Demokratischen Revolution,Movimiento Progresista,1.0,0.48240888118743896
44,"Die Sprachwahl war, neben den stilisierbaren Protagonisten des „Wettrennens ins All“, den „Helden“, einer der Gründe für die Popularität der Raumfahrt in den 60ern. Durch diese Sprachwahl konnte ein breiteres Publikum angesprochen werden, ein hochpolitisches Thema wurde für breite Massen dadurch „lesbar“, beziehungsweise damit aufbereitet.",Politik und Medien glorifizierten in den 1960ern das Ringen um kosmische Überlegenheit und allgemeine Begeisterung für den Schauplatz und seine Akteure,2.0,0.4760240316390991
45,Das objektive Jagdrecht,Jagdrecht,2.0,0.7923817038536072
46,Generell bilden Regelungen zum rechtlichen Status des Wildes und zum Inhaber des subjektiven Jagdrechts,Frankfurter Reichsverfassung vom 28. März 1849,0.0,0.1339714527130127
47,weitergehende Regelungen,"z. B. Restriktionen zu den jagdbaren Wildarten, Jagd- und Schonzeiten für das jagdbare Wild, Verbote bestimmter Jagdwaffen und -methoden, Voraussetzungen für Ausstellung eines Jagdscheins, Meldepflichten für erlegtes Wild, Vorschriften zum Umgang mit Wildbret und zahlenmäßige oder qualitative Begrenzungen beim Erlegen von jagdbaren Wild",1.0,0.4064803719520569
48,"Zum einen können die Genprodukte der Chromosomen direkt in den Zellen wirken, in denen sie exprimiert werden. Zum anderen bedingen die Gonosomen die Entwicklung der Gonaden, die die Geschlechtshormone bilden.","Geschlechtshormone, wie Testosteron und die Östrogene, wirken nicht nur auf die Keimdrüsen, sondern in vielfältiger Weise auf das gesamte Nervensystem: auf Nervenzellen, Synapsen, Genexpression",0.0,0.6587671637535095
49,die NATO,syrischen Geheimdienst,0.0,0.3012556731700897
50,Nintendo Advanced Video System,Famicom,0.0,0.15831048786640167
51,"Bei Allergien, auch als Überempfindlichkeitsreaktion bezeichnet",so genannten Autoimmunerkrankungen,1.0,0.4293592870235443
52,"Der Berstwiderstand gibt den benötigten Druck an, um ein Papier zum Bersten zu bringen.","Druck, der zum Durchstoßen des Papiers erforderlich ist",2.0,0.7093828320503235
53,das Fehlen des vokalisierten «L»,die Übernahme einiger Wörter aus dem früheren Unterschichtsquartier Matte,0.0,0.19017565250396729
54,am 24. November 1859,1859,1.0,0.7885786890983582
55,derjenigen anderer früher indogermanischer Völker ähnlich,"In den Naturerscheinungen, besonders den Phänomenen des Himmels, sahen die Slawen wirkliche Wesen, die sie sich mit Denken und Empfinden ausgestattet vorstellten, einige wohltätig, andere zerstörend wirkend",0.0,0.26172634959220886
56,bog,"Svarog (der ''Schöpfer''), als Urheber des Donners heißt er Perun (balt. ''Perkunas'')",0.0,0.218165785074234
57,Erich Wolfgang Skwara,Raoul Schrott,0.0,0.4183610677719116
58,"Friedrich II. die österreichische Provinz Schlesien erobert und versuchte, sie mittels eines Bündnissystems gegen eine mögliche Rückeroberung zu behaupten.
* Österreich unter Mar",den preußischen König Friedrich II. (1712–1786) außenpolitisch zu isolieren,0.0,0.34961336851119995
59,die zahlreichen Brunnen in der Stadt rund um den See,dieser künstliche See mit Namen Gadisar,0.0,0.4238658547401428
60,"die Hauptgruppen sind: die Einsicht in die Lehre, ihre ethischen Grundlagen und die Schwerpunkte des geistigen Trainings (Meditation/Achtsamkeit)",dreigeteilt,1.0,0.13320550322532654
61,"da im Gegensatz zu anderen Materialien bei Blei keine Wirkschwelle benannt werden kann, unter der die Aufnahme von Blei gesundheitlich unbedenklich ist.",aus Gründen des Umweltschutzes (siehe Bleibelastung der Umwelt) und gesundheitlichen Gründen (siehe Bleivergiftung),1.0,0.5261311531066895
62,vorzugsweise bei Sendern hoher Leistung,bei großen hochfrequenten Strömen und Spannungen im Kilovolt-Bereich,0.0,0.547286331653595
63,bei großen hochfrequenten Strömen und Spannungen im Kilovolt-Bereich,vorzugsweise bei Sendern hoher Leistung,0.0,0.547286331653595
64,51. Bundesstaat,Democrats Abroad,0.0,0.15826188027858734
65,"die dann unter der Bezeichnung „Rationalismus“ zusammengefasst werden. Diese Positionierung dient vor allem der Distanzierung des Empirismus von traditionellen, scholastisch-rationalistischen Auffassungen.
Diese Auffassungen gehen davon aus, dass Weltwissen auch aus reinem Denken möglich ist oder dieses reine Denken sogar die primäre oder ausschließliche Erkenntnisquelle ausmache.",Rationalismus,1.0,0.42314615845680237
66,"Unter Einhaltung dieser Bedingungen weicht sie möglichst wenig von der örtlichen Sonnenzeit ab. Die Differenz zwischen der örtlichen Sonnenzeit und der Zonenzeit eines Ortes ist östlich des Mittelmeridians negativ und westlich davon positiv, und sofern die Grenzen der Zeitzonen in etwa mit ihrer natürlichen Lage übereinstimmen – was heute oft nicht mehr zutrifft –, ist der Betrag dieser Differenz im Jahresmittel nirgends wesentlich größer als eine halbe Stunde.",Die Sommerzeit ist damit gleich der Zonenzeit der östlich benachbarten Zeitzone,1.0,0.550232470035553
67,die Zonenzeit in der Mitteleuropäischen Zeitzone mit dem Bezugsmeridian der geographischen Länge 15° Ost,die Mitteleuropäische Zeit,2.0,0.4997098743915558
68,"eingeschleppte Krankheiten, Strafexpeditionen, Umsiedlungen und Zwangsarbeit",Krankheiten,1.0,0.35379308462142944
69,Downtown Houston,Houston,1.0,0.8604066371917725
70,Gewaltenteilung,die fehlende Trennung zwischen Exekutive (ausübende) und Legislative (gesetzgebende Gewalt),2.0,0.49603015184402466
71,Eine anhaltende erhöhte Zinkzufuhr kann zu Kupfermangel und Störungen in der Blutbildung führen.,"ab 200 mg können Symptome wie Übelkeit, Erbrechen oder auch Durchfall auftreten. Beim Menschen führt die Aufnahme von Zink ab etwa 2 g zu akuten Vergiftungserscheinungen",1.0,0.4980184733867645
72,Außenrufe und Innenkommandos,Eingabe eines Fahrtwunsches über die Außentableaus (Ruf) oder vom Kabinentableau (Kommando),2.0,0.565843403339386
73,einer ca. 200.000 Jahre alten Fundstelle aus der Zeit des Neandertalers an einem ehemaligen Seeufer bei Frankleben in Sachsen-Anhalt,Hinweis auf das Gerben von Tierhäuten,0.0,0.2835468053817749
74,Die Effektivität als Kleidung wurde durch die Erfindung des Nähens erheblich gesteigert,da Kleidung nun geschlossen und dem menschlichen Körperbau angepasst werden konnte,0.0,0.4621036648750305
75,Haus Oranien,von Oranien,2.0,0.7781075835227966
76,"dass sich der Vater, als er bei der Meldung der Geburt zurückrechnete, eine Woche zu viel zählte und fälschlicherweise den 22. Februar als Geburtstag seines Sohnes eintragen ließ","Die beiden Urkunden verzeichnen als Geburtsdatum den 22. Februar 1810, aber sowohl Chopin als auch seine Mutter gaben als Geburtstag den 1. März 1810 an",0.0,0.5575963258743286
77,durch Schlafmangel und Dehydrierung ausgelösten temporären Psychose,wegen eines Nervenzusammenbruchs,1.0,0.4611903131008148
78,etwas über einer Million Einwohnern,659.433 Einwohnern (2009),0.0,0.1696346551179886
79,acht,acht Stadtbezirke,2.0,0.6965606212615967
80,Eklogen,''Eklogen'' oder ''Bucolica'',1.0,0.5479217171669006
81,"nur bis eine Gigawattstunde pro Jahr die EEG-Umlage in voller Höhe berechnet. Für den Energieanteil zwischen einer und 10 Gigawattstunden sind 10 % der EEG-Umlage zu bezahlen, zwischen 10 und 100 Gigawattstunden nur noch 1 % der EEG-Umlage.","Die Deutsche Bahn AG sah sich bei deren Umsetzung mit Mehrausgaben von jährlich 500 Millionen Euro belastet, von denen 137 Millionen Euro durch den möglichen Entfall der geminderten EEG-Umlage entstehen würden und 350 Millionen Euro durch die mögliche Einführung der EEG-Umlage für selbsterzeugten Strom",0.0,0.4836786389350891
82,"Männer, denen das Wahlrecht zustand, waren automatisch registriert, Frauen mussten einen besonderen Antrag stellen, um ihre politischen Rechte ausüben zu können","Für Männer bestand Wahlpflicht, für Frauen nicht",0.0,0.5469031929969788
83,muslimische Gemeinden,"Kimbanguisten, sowie neuapostolische Christen",0.0,0.17771953344345093
84,"Im Gegensatz zu den meisten anderen Religionen und zum Synkretismus führte der wachsende Ausschließlichkeitsanspruch des Christentums zur Verweigerung gegenüber dem Kaiserkult und damit der römischen Autorität,","Dies führte zu Maßnahmen gegen die beiden Religionen, die mit dem Polytheismus unvereinbar zu sein schienen",0.0,0.4786964952945709
85,313 n. Chr.,311 n. Chr.,0.0,0.8492915034294128
86,da diese immer nur einen Einzelfall repräsentierten,"Klassischerweise schränken viele Empiristen die intuitiv-deduktive Form des Wissens auf die Verhältnisse zwischen den Begriffen ein, die bestenfalls die Operationen des eigenen Verstandes repräsentieren",0.0,0.25494831800460815
87,durch das Metrum,die Schwingung selbst und jede denkbare praktische Involvierung,0.0,0.30806809663772583
88,als elementare Voraussetzung der Musik,Musik ist von den Künsten der Zeit am nächsten,0.0,0.5109453797340393
89,besonders flüchtig,Medium in der Zeit,0.0,0.3129357695579529
90,Goring House,Buckinghams Haus,2.0,0.36500659584999084
91,1703,etwa 1633,0.0,0.4508378803730011
92,nach seinem Kurzfilm ''Amblin'',Amblin Entertainment,0.0,0.5868730545043945
93,16. Dezember 2015,1982,0.0,0.12315767258405685
94,Anthony Porter,Porter,1.0,0.7328137755393982
95,die klassische Periode der japanischen Literatur,"Am Hof von Heian wurden die japanische Kultur, Kunst und Sitten zu außerordentlicher Verfeinerung geführt",0.0,0.3718395531177521
96,Hiragana,onna-de,0.0,0.28159064054489136
97,Familie Fujiwara,Fujiwara-Familie,2.0,0.927122950553894
98,durch ihre geschickte Heiratspolitik,der vier seiner Töchter an Kaiser verheiratete,1.0,0.3089427947998047
99,die ''Genji'' (''Minamoto'') und die ''Heike'' (''Taira''),"als die Taira ihre Macht durch Einheirat in die kaiserliche Familie etabliert hatten, erhoben sich die Genji wieder und der ''Gempei-Krieg'' entbrannte",1.0,0.43420952558517456
100,Klan der Taira,Taira,2.0,0.8055978417396545
101,Point after Touchdown,Field Goal,1.0,0.3754170536994934
102,ASPTT Strasbourg,Racing Straßburg,0.0,0.7692639231681824
103,"Jung-, Spät- und Endneolithikum",Beginn der Metallverarbeitung im Schmelzverfahren,0.0,0.24213281273841858
104,Der kanadische Premierminister,Brian Mulroney,1.0,0.1436314731836319
105,den Nobelpreis für Physiologie oder Medizin,die Gewinnung monoklonaler Antikörper,0.0,0.28950217366218567
106,Graphitrohr-AAS,Polarographie,0.0,0.15837867558002472
107,Allen Welsh Dulles,"Dulles, der zwischen 1953 und 1961 als Direktor der CIA fungierte, war neben George Tenet am längsten an der Spitze der amerikanischen Auslandsspionage",1.0,0.2886900007724762
108,von Parlamentariern,Einflussreiche Bürger,1.0,0.31336185336112976
109,Ramon Llull,Grafen von Barcelona und des nachfolgenden katalanisch-aragonesischen Staatenbunds,0.0,0.09723909199237823
110,"Weitere beliebte Insekten der Terrarianer sind Stabheuschrecken, Fangschrecken und verschiedene Käfer- und Schabenarten, außerdem werden Mehlkäferlarven (Mehlwürmer), Grillen und andere Insekten als Futtertiere für Reptilien und andere Heimtiere sowie als Angelköder gezüchtet. Eine Entwicklung der letzten Jahrzehnte ist die Haltung von Schmetterlingen in großen Gewächshäusern, die als Schmetterlingshäuser für Besucher geöffnet werden und an manchen Orten zu den Sehenswürdigkeiten der Region werden.","die Ameisen,",0.0,0.3895516097545624
111,„Reflexionen“,Reflections on the Revolution in France,1.0,0.4368436634540558
112,"eine scharfe Kritik an den damals in Frankreich nach der Revolution von 1789 herrschenden Zuständen und Entwicklungen, die schließlich in der Terrorherrschaft der Jakobiner 1793/1794 mündeten.",Revolution in Frankreich,1.0,0.48823127150535583
113,Milladoiro oder Fuxan os Ventos,Milladoiro,1.0,0.503153383731842
114,Jonas Bronck,"Nachfolgende niederländische und englische Siedler bezeichneten den von ihm in der Gegend erworbenen Grund bald als „Bronck’s Land“ und um einen dortigen Besuch anzukündigen, sagte man damals: „We are going to ''the Bronck’s''“",0.0,0.5025404095649719
115,durch wachsende Arbeitsmigration seit den 1950er-Jahren,Nicht alle Einwohner Deutschlands sind deutsche Staatsangehörige und nicht alle deutschen Staatsangehörigen sind ethnische Deutsche,0.0,0.06376752257347107
116,im Landesinneren,Südosten,0.0,0.25313347578048706
117,18 Kilometer,"201,7 Kilometern",0.0,0.26932355761528015
118,Hayek erweiterte seine Sozialismuskritik um eine Theorie der „kulturellen Evolution“ und des menschlichen Zusammenlebens in arbeitsteiligen Gesellschaften,wesentlich beeinflusst,,0.1092902421951294
119,Hindi,Pahari,0.0,0.15573018789291382
120,"einen der Dialekte, die unter dem Oberbegriff Pahari zusammengefasst werden",Hindi,0.0,0.20752358436584473
121,Während der Zeit des Nationalsozialismus verfolgte der NS-Staat die Bevölkerungsminderheit mit rassistischer Zielsetzung und führte ab 1933 eine fortlaufend verschärfte Gesetzgebung ein: die Nürnberger Gesetze und ähnliche Bestimmungen.,"Verfolgung und Beraubung – zum Teil mittels Arisierung, Ghettoisierung und Inhaftierungen, Deportation – und als Grundlage für die systematischen und über Jahre fortgeführten Massenmorde während der Schoah / des Holocausts",1.0,0.46151113510131836
122,Reichsbürgergesetz – Erste Verordnung vom 14. November 1935,die Nürnberger Gesetze,1.0,0.28325173258781433
123,"An einem praktischen Beispiel erklärt bedeutet dies, dass ein Geheimdienst nicht erst mit einem Kommando Kontakt aufnehmen muss, welches dann über mehrere Soldaten in der Hierarchie eine Ausschaltung eines Ziels anordnet, sondern dass alle Aufklärungseinheiten alle verfügbaren Informationen in eine von mehreren Stellen abrufbare Datenbank eingeben, worauf Einheiten eigenständig reagieren können. Faktisch bedeutet dies eine Annäherung an die Auftragstaktik",die totale Vernetzung aller am Kampf beteiligten Elemente,0.0,0.30681928992271423
124,am 7. Juli 1837,7. Juli 1837,2.0,0.9833431839942932
125,Die aktuelle tatsächliche Netzfrequenz ist unter anderem von der aktuellen Nachfrage und dem aktuellen Angebot an elektrischer Energie abhängig und daher schwankend.,"99,5 % eines Jahres und 15,67 Hertz bis 17,33 Hertz während der restlichen 0,5 % eines Jahres",0.0,0.16573424637317657
126,dass Gott die Welt mit allen Naturgesetzen geschaffen habe und nun ihrer gesetzlichen Bewegung überlasse,Schöpfer,1.0,0.30439549684524536
127,"Unter ''Kommunikation'' wird dann ein soziales Handeln verstanden, das durch ''Kommunikationsziele'' und ''Kommunikationszwecke'' bestimmt ist.","nicht nur etwas zu zeigen, sondern auch zu zeigen, dass man etwas zeigt",0.0,0.2100139558315277
128,"über Mitgliederbeiträge, Spenden, Zuschüsse, Preise oder Gebühren","zu 53 % über Entschädigungen für Dienstleistungen, zu 35 % über Staatsbeiträge und nur zu 12 % über Spendeneinnahmen",1.0,0.3901531994342804
129,neun Jahren,1986–1995,1.0,0.15548419952392578
130,direkt an einem Verbrennungsmotor bei Temperaturen bis zu 600 °C,Hochtemperaturanwendungen,1.0,0.226422518491745
131,Ordre de la Libération,"„Fluctuat nec mergitur“ (etwa: „Sie verändert sich, geht aber nicht unter“ oder „Sie schwankt, aber sie geht nicht unter“)",0.0,0.06337913870811462
132,in Stuttgart mit der internationalen Juniorenmeisterschaft ''„Bestgebauter Athlet“'',in der Juniorenklasse Österreichischer Staatsmeister,0.0,0.46367108821868896
133,Mr. Olympia,der Titel des ''Mr. Olympia'',2.0,0.8292191028594971
134,Sergio Oliva,Oliva,1.0,0.7669839859008789
135,Detroit Tigers,Die Detroit Tigers,2.0,0.9831956624984741
136,"Wichtig ist, dass jeder gegnerische, passempfangsberechtigte Spieler gedeckt ist","beinhaltet alle Spieler, die die gegnerischen Spieler decken, die einen Pass fangen dürfen",1.0,0.7162450551986694
137,"Zusammenschluss des City and Guilds College, der Royal School of Mines sowie des Royal College of Science.",1907,0.0,0.08358980715274811
138,"Im engeren Sinn bezeichnet man als Haushund die Hunde, die überwiegend im Haus gehalten werden, und kennzeichnet damit also eine Haltungsform. Historisch wurde ein Hund, der zur Bewachung des Hauses gehalten wird, als Haushund bezeichnet. Eine weitere Verwendung des Begriffs ist die Einschränkung auf sozialisierte (Haus-)Hunde, also Hunde, die an das Zusammenleben mit Menschen in der menschlichen Gesellschaft gewöhnt und an dieses angepasst sind.",ein Haustier und wird als Heim- und Nutztier,0.0,0.5684613585472107
139,"Während der heftigen Kämpfe, bei denen die Chinesen die weit aufgefächerte Front der Japaner am Fluss Xinqiang erfolgreich von Norden und Süden attackierten, setzten die Japaner auch Giftgas ein.",Schlacht um Changsha,0.0,0.2304971069097519
140,Humphrey Gilbert,Gilbert,1.0,0.7272161245346069
141,am Markt und der Angemessenheit,üblicherweise nach der angemessenen Lizenzvergütung,0.0,0.4648852050304413
142,34 %,"9,2 Mtoe",0.0,0.0814753994345665
143,"Fehlender Nachschub, Krankheiten sowie ständige Angriffe der russischen Kosaken setzten den französischen Truppen schwer zu.","litten unter Hunger, Krankheiten, Schnee und Kälte",0.0,0.42612844705581665
144,eher seltenes,"In der Periode von 1999 bis 2002 hagelte es im Emmental, im Laufental und im Toggenburg am im Jahresdurchschnitt bis zu 60 Minuten, in den anderen Regionen waren es unter 30 Minuten",0.0,0.22984938323497772
145,521 Millimetern,545 Millimeter im Jahr (beide Werte Normperiode 1981–2010),0.0,0.5636394023895264
